Mgmt_Schd_ID,Event_Month,Event_Day,Event_Year,Contour_ID,New_Crop_ID,Strip_Crop_ID,New_Non-Crop_ID,Curve_Number_ID,Post_Event_Mannings_n,Post_Event_Surface_Constant,Operation_Residue_Change,Fertilizer_Application_ID,Irrigation_Application_ID,Mgmt_Operation_ID,Tile_Drain_Controlled_Status,Tile_Drain_Controlled_Depth,Input_Units_Code
Asparagus,5,2,4,,,,,,,,,,,cultivator;_row_betw,,,0
Asparagus,6,1,4,,,,,,,,,,,sprayer;_insecticide,,,0
Asparagus,6,2,4,,,,,,,,,,,cultivator;_row_betw,,,0
Asparagus,7,15,4,,,,,,,,,,,cultivator;_row_betw,,,0
Asparagus,10,1,4,,,,,,,,,,,shredder;_flail_or_1,,,0
Asparagus,2,15,5,,asparagus;_yr3+__hi_,,,,,,,,,begin_growth,,,0
Asparagus,3,1,5,,,,,,,,,,,harvest;_hand_pick_m,,,0
Asparagus,4,1,5,,,,,,,,,,,harvest;_hand_pick_m,,,0
Asparagus,5,1,5,,,,,,,,,,,sprayer;_post_emerg1,,,0
Asparagus,5,2,5,,,,,,,,,,,cultivator;_row_betw,,,0
Asparagus,6,1,5,,,,,,,,,,,sprayer;_insecticide,,,0
Asparagus,6,2,5,,,,,,,,,,,cultivator;_row_betw,,,0
Asparagus,7,15,5,,,,,,,,,,,cultivator;_row_betw,,,0
Asparagus,10,1,5,,,,,,,,,,,shredder;_flail_or_1,,,0
Broccoli,10,6,1,,,,,Close_Seeded_(SR_Good),,,,,,subsoiler_ripper;_24,,,0
Broccoli,10,8,1,,,,,,,,,,,chisel;_st._pt.,,,0
Broccoli,10,10,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Broccoli,10,15,1,,,,,,,,,,,land_plane,,,0
Broccoli,10,25,1,,,,,,,,,,,bed_shaper;_12_in,,,0
Broccoli,11,1,1,,,,,,,,,,,fert_applic._shank_3,,,0
Broccoli,11,5,1,,,,,,,,,,,sprayer;_pre-emergen,,,0
Broccoli,11,6,1,,brocolli;_hi_prod,,,,,,,,,planter;_transplant1,,,0
Broccoli,12,5,1,,,,,,,,,,,sprayer;_post_emerg1,,,0
Broccoli,1,5,2,,,,,,,,,,,sprayer;_fungicide,,,0
Broccoli,1,6,2,,,,,,,,,,,cultivator;_row_betw,,,0
Broccoli,2,5,2,,,,,,,,,,,sprayer;_insecticide,,,0
Broccoli,2,6,2,,,,,,,,,,,cultivator;_row_betw,,,0
Broccoli,3,25,2,,,,,,,,,,,harvest;_broccoli_an,,,0
Cabbage,10,1,1,,,,,Close_Seeded_(SR_Good),,,,,,manure_spreader;_sol,,,0
Cabbage,10,10,1,,,,,,,,,,,subsoiler,,,0
Cabbage,10,15,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Cabbage,10,16,1,,,,,,,,,,,roller;_corrugated_1,,,0
Cabbage,10,20,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Cabbage,10,25,1,,,,,,,,,,,chisel;_st._pt._12_i,,,0
Cabbage,10,26,1,,,,,,,,,,,chisel;_st._pt._12_i,,,0
Cabbage,11,10,1,,,,,,,,,,,land_plane,,,0
Cabbage,11,11,1,,,,,,,,,,,land_plane,,,0
Cabbage,11,20,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Cabbage,11,21,1,,,,,,,,,,,roller;_on_beds,,,0
Cabbage,11,25,1,,,,,,,,,,,lister;_40_in,,,0
Cabbage,1,24,2,,,,,,,,,,,bedder;_hipper;_dis1,,,0
Cabbage,1,25,2,,,,,,,,,,,fert_applic._shank_3,,,0
Cabbage,1,26,2,,cabbage;_hi_prod,,,,,,,,,planter;_small_veg_1,,,0
Cabbage,2,15,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
Cabbage,3,15,2,,,,,,,,,,,cultivator;_row_1_in,,,0
Cabbage,4,1,2,,,,,,,,,,,sprayer;_fungicide,,,0
Cabbage,4,8,2,,,,,,,,,,,sprayer;_insecticide,,,0
Cabbage,4,15,2,,,,,,,,,,,weed_control;_manual,,,0
Cabbage,5,15,2,,,,,,,,,,,harvest;_cabbage_an2,,,0
Cauliflower,10,1,1,,,,,Close_Seeded_(SR_Good),,,,,,manure_spreader;_sol,,,0
Cauliflower,10,10,1,,,,,,,,,,,subsoiler,,,0
Cauliflower,10,15,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Cauliflower,10,16,1,,,,,,,,,,,roller;_corrugated_1,,,0
Cauliflower,10,20,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Cauliflower,10,25,1,,,,,,,,,,,chisel;_st._pt._12_i,,,0
Cauliflower,10,26,1,,,,,,,,,,,chisel;_st._pt._12_i,,,0
Cauliflower,11,10,1,,,,,,,,,,,land_plane,,,0
Cauliflower,11,11,1,,,,,,,,,,,land_plane,,,0
Cauliflower,11,20,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Cauliflower,11,21,1,,,,,,,,,,,roller;_on_beds,,,0
Cauliflower,11,25,1,,,,,,,,,,,lister;_40_in,,,0
Cauliflower,1,24,2,,,,,,,,,,,bedder;_hipper;_dis1,,,0
Cauliflower,1,25,2,,,,,,,,,,,fert_applic._shank_3,,,0
Cauliflower,1,26,2,,cauliflower;_hi_prod,,,,,,,,,planter;_small_veg_1,,,0
Cauliflower,2,15,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
Cauliflower,3,15,2,,,,,,,,,,,cultivator;_row_1_in,,,0
Cauliflower,4,1,2,,,,,,,,,,,sprayer;_fungicide,,,0
Cauliflower,4,8,2,,,,,,,,,,,sprayer;_insecticide,,,0
Cauliflower,4,15,2,,,,,,,,,,,weed_control;_manual,,,0
Cauliflower,5,15,2,,,,,,,,,,,harvest;_broccoli_an,,,0
Celery,3,1,1,,,,,Close_Seeded_(SR_Good),,,,,,disk;_offset;_heavy,,,0
Celery,3,2,1,,,,,,,,,,,subsoiler_ripper;_24,,,0
Celery,3,9,1,,,,,,,,,,,plow;_moldboard,,,0
Celery,3,10,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Celery,3,11,1,,,,,,,,,,,disk;_tandem_light_f,,,0
Celery,3,15,1,,,,,,,,,,,land_plane,,,0
Celery,3,16,1,,,,,,,,,,,land_plane,,,0
Celery,3,20,1,,,,,,,,,,,lister;_40_in,,,0
Celery,4,1,1,,,,,,,,,,,fert_applic._shank_3,,,0
Celery,4,3,1,,,,,,,,,,,sprayer;_pre-emergen,,,0
Celery,4,5,1,,,,,,,,,,,bed_shaper,,,0
Celery,4,6,1,,celery;_hi_prod,,,,,,,,,planter;_transplant1,,,0
Celery,5,10,1,,,,,,,,,,,cultivator;_row_betw,,,0
Celery,5,30,1,,,,,,,,,,,cultivator;_row_betw,,,0
Celery,6,8,1,,,,,,,,,,,sprayer;_fungicide,,,0
Celery,6,15,1,,,,,,,,,,,weed_control;_manual,,,0
Celery,6,30,1,,,,,,,,,,,weed_control;_manual,,,0
Celery,7,1,1,,,,,,,,,,,sprayer;_insecticide,,,0
Celery,7,15,1,,,,,,,,,,,weed_control;_manual,,,0
Celery,8,1,1,,,,,,,,,,,harvest;_leafy_veg.,,,0
Lettuce,4,15,1,,,,,Close_Seeded_(SR_Good),,,,,,shredder;_flail_or_1,,,0
Lettuce,4,16,1,,,,,,,,,,,fert_applic._surface,,,0
Lettuce,4,17,1,,lettuce;_head_hi_pro,,,,,,,,,planter;_small_veg_1,,,0
Lettuce,4,30,1,,,,,,,,,,,cultivator;_row_-_1s,,,0
Lettuce,5,3,1,,,,,,,,,,,sprayer;_fungicide_a,,,0
Lettuce,5,10,1,,,,,,,,,,,cultivator;_row_-_1s,,,0
Lettuce,5,25,1,,,,,,,,,,,sprayer;_insecticide,,,0
Lettuce,5,26,1,,,,,,,,,,,weed_control;_manual,,,0
Lettuce,7,1,1,,,,,,,,,,,harvest;_cabbage_an1,,,0
Mustard,9,11,1,,,,,Close_Seeded_(SR_Good),,,,,,disk;_tandem_heavy_1,,,0
Mustard,9,12,1,,,,,,,,,,,harrow;_spike_tooth,,,0
Mustard,9,15,1,,mustard_greens;_hi_p,,,,,,,,,planter;_double_di5,,,0
Mustard,10,24,1,,,,,,,,,,,shredder;_flail_or_1,,,0
Mustard,10,25,1,,,,,,,,,,,disk;_tandem_heavy_1,,,0
Mustard,10,26,1,,,,,,,,,,,disk;_tandem_heavy_1,,,0
Clover_Wildflowers,5,1,1,,,,,Close_Seeded_(SR_Good),,,,,,disk;_tandem_second2,,,0
Clover_Wildflowers,5,2,1,,clover;_red_/oat_nur,,,,,,,,,planting;_broadcast2,,,0
Clover_Wildflowers,7,15,1,,,,,,,,,,,shredder;_flail_or_1,,,0
Oats,11,15,1,,,,,Small_Grain_(SR_Good),,,,,,disk;_tandem_heavy_1,,,0
Oats,11,16,1,,,,,,,,,,,harrow;_spike_tooth,,,0
Oats,12,1,1,,weeds;_less_than_3_m,,,,,,,,,begin_growth,,,0
Oats,2,5,2,,,,,,,,,,,disk;_tandem_heavy_1,,,0
Oats,2,10,2,,,,,,,,,,,fert_applic._surface,,,0
Oats,2,11,2,,,,,,,,,,,harrow;_spike_tooth,,,0
Oats,2,15,2,,oats;_spring,,,,,,,,,drill_or_airseeder;2,,,0
Oats,4,15,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
Oats,6,15,2,,,,,,,,,,,harvest;_killing_cr5,,,0
Oats,6,25,2,,,,,,,,,,,bale_straw_or_residu,,,0
Winter_Wheat,11,10,1,,,,,Small_Grain_(SR_Good),,,,,,chisel;_st._pt.,,,0
Winter_Wheat,11,13,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Winter_Wheat,11,14,1,,,,,,,,,,,harrow;_spike_tooth,,,0
Winter_Wheat,12,1,1,,,,,,,,,,,fert_applic._shank_1,,,0
Winter_Wheat,12,15,1,,wheat;_winter;_west_,,,,,,,,,drill_or_airseeder;2,,,0
Winter_Wheat,4,1,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
Winter_Wheat,6,1,2,,,,,,,,,,,harvest;_killing_cr8,,,0
Alfalfa,2,15,1,,,,,Pasture_(Good),,,,,,sprayer;_insecticide,,,0
Alfalfa,3,1,1,,alfalfa_seed_sw;_yr1,,,,,,,,,harvest;_hay;_legume,,,0
Alfalfa,3,15,1,,,,,,,,,,,fert_applic._surface,,,0
Alfalfa,6,15,1,,alfalfa_seed_sw;_yr2,,,,,,,,,harvest;_hay;_legume,,,0
Alfalfa,2,15,2,,,,,,,,,,,sprayer;_insecticide,,,0
Alfalfa,3,1,2,,alfalfa_seed_sw;_yr1,,,,,,,,,harvest;_hay;_legume,,,0
Alfalfa,3,15,2,,,,,,,,,,,fert_applic._surface,,,0
Alfalfa,6,15,2,,alfalfa_seed_sw;_yr2,,,,,,,,,harvest;_hay;_legume,,,0
Alfalfa,2,15,3,,,,,,,,,,,sprayer;_insecticide,,,0
Alfalfa,3,1,3,,alfalfa_seed_sw;_yr1,,,,,,,,,harvest;_hay;_legume,,,0
Alfalfa,3,15,3,,,,,,,,,,,fert_applic._surface,,,0
Alfalfa,6,15,3,,alfalfa_seed_sw;_yr2,,,,,,,,,harvest;_hay;_legume,,,0
Chick_Peas,6,20,1,,,,,Close_Seeded_(SR_Good),,,,,,sprayer;_kill_crop,,,0
Chick_Peas,6,23,1,,,,,,,,,,,sprayer;_pre-emergen,,,0
Chick_Peas,6,25,1,,beans;_garbonzo,,,,,,,,,1rill_or_air_seeder2,,,0
Chick_Peas,7,25,1,,,,,,,,,,,sprayer;_insecticide,,,0
Chick_Peas,10,1,1,,,,,,,,,,,harvest;_killing_cr2,,,0
Carrots,4,5,1,,,,,Close_Seeded_(SR_Good),,,,,,disk;_tandem_heavy_1,,,0
Carrots,4,8,1,,,,,,,,,,,subsoiler,,,0
Carrots,4,10,1,,,,,,,,,,,disk;_tandem_second2,,,0
Carrots,4,11,1,,,,,,,,,,,disk;_tandem_second2,,,0
Carrots,4,18,1,,,,,,,,,,,land_plane,,,0
Carrots,5,19,1,,,,,,,,,,,disk;_tandem_second2,,,0
Carrots,5,20,1,,,,,,,,,,,disk;_tandem_light_f,,,0
Carrots,5,21,1,,,,,,,,,,,disk;_tandem_light_f,,,0
Carrots,5,31,1,,,,,,,,,,,land_plane,,,0
Carrots,6,1,1,,,,,,,,,,,fert_applic._surface,,,0
Carrots,6,2,1,,,,,,,,,,,bed_shaper,,,0
Carrots,6,15,1,,,,,,,,,,,sprayer;_pre-emergen,,,0
Carrots,6,16,1,,carrot;_processing,,,,,,,,,planter;_small_veg_1,,,0
Carrots,7,10,1,,,,,,,,,,,sprayer;_fungicide_a,,,0
Carrots,7,11,1,,,,,,,,,,,cultivator;_rotary,,,0
Carrots,7,15,1,,,,,,,,,,,fert_applic._shank_1,,,0
Carrots,7,16,1,,,,,,,,,,,sprayer;_post_emerg1,,,0
Carrots,8,20,1,,,,,,,,,,,weed_control;_manual,,,0
Carrots,9,1,1,,,,,,,,,,,sprayer;_post_emerg1,,,0
Carrots,11,15,1,,,,,,,,,,,harvest;_dig_root_c3,,,0
Sweet_Corn,3,5,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Sweet_Corn,3,8,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Sweet_Corn,3,9,1,,,,,,,,,,,disk;_tandem_light_f,,,0
Sweet_Corn,3,10,1,,,,,,,,,,,land_plane,,,0
Sweet_Corn,3,11,1,,,,,,,,,,,land_plane,,,0
Sweet_Corn,3,20,1,,,,,,,,,,,cultivator;_rotary,,,0
Sweet_Corn,3,21,1,,,,,,,,,,,cultivator;_rotary,,,0
Sweet_Corn,4,1,1,,,,,,,,,,,cultipacker;_roller,,,0
Sweet_Corn,4,3,1,,,,,,,,,,,sprayer;_pre-emergen,,,0
Sweet_Corn,4,10,1,,corn;_sweet_hi_prod,,,,,,,,,planter;_double_di7,,,0
Sweet_Corn,5,15,1,,,,,,,,,,,sprayer;_insecticide,,,0
Sweet_Corn,6,15,1,,,,,,,,,,,sprayer;_insecticide,,,0
Sweet_Corn,7,1,1,,,,,,,,,,,sprayer;_post_emerg1,,,0
Sweet_Corn,7,15,1,,,,,,,,,,,sprayer;_insecticide,,,0
Sweet_Corn,8,15,1,,,,,,,,,,,sprayer;_insecticide,,,0
Sweet_Corn,9,15,1,,,,,,,,,,,harvest;_hand_pick_1,,,0
Peppers,1,5,1,,,,,Close_Seeded_(SR_Good),,,,,,disk;_tandem_heavy_1,,,0
Peppers,1,6,1,,,,,,,,,,,cultipacker;_roller,,,0
Peppers,1,8,1,,,,,,,,,,,subsoiler,,,0
Peppers,1,18,1,,,,,,,,,,,land_plane,,,0
Peppers,2,20,1,,,,,,,,,,,disk;_tandem_light_f,,,0
Peppers,3,14,1,,,,,,,,,,,fert_applic._surface,,,0
Peppers,3,15,1,,,,,,,,,,,lister;_40_in,,,0
Peppers,3,25,1,,,,,,,,,,,bed_shaper,,,0
Peppers,4,15,1,,peppers;_bell_hi_pro,,,,,,,,,planter;_small_veg_1,,,0
Peppers,4,30,1,,,,,,,,,,,fert_applic._shank_1,,,0
Peppers,5,15,1,,,,,,,,,,,cultivator;_row_betw,,,0
Peppers,6,20,1,,,,,,,,,,,sprayer;_insecticide,,,0
Peppers,6,21,1,,,,,,,,,,,weed_control;_manual,,,0
Peppers,7,1,1,,,,,,,,,,,harvest;_hand_pick_m,,,0
Peppers,8,1,1,,,,,,,,,,,harvest;_hand_pick_m,,,0
Peppers,9,1,1,,,,,,,,,,,harvest;_hand_pick_m,,,0
Pumpkins,5,2,1,,,,,Close_Seeded_(SR_Good),,,,,,plow;_moldboard,,,0
Pumpkins,5,3,1,,,,,,,,,,,disk;_tandem_heavy_1,,,0
Pumpkins,5,4,1,,,,,,,,,,,harrow;_spike_tooth,,,0
Pumpkins,5,15,1,,pumpkin,,,,,,,,,planter;_double_di5,,,0
Pumpkins,6,15,1,,,,,,,,,,,cultivator;_row_-_1s,,,0
Pumpkins,6,16,1,,,,,,,,,,,cultivate;_manually,,,0
Pumpkins,7,1,1,,,,,,,,,,,cultivator;_row_-_1s,,,0
Pumpkins,7,15,1,,,,,,,,,,,sprayer;_fungicide,,,0
Pumpkins,8,15,1,,,,,,,,,,,sprayer;_insecticide,,,0
Pumpkins,9,15,1,,,,,,,,,,,harvest;_vine_crops,,,0
Pumpkins,10,31,1,,,,,,,,,,,kill_crop,,,0
Tomatoes,11,1,1,,,,,Close_Seeded_(SR_Good),,,,,,disk;_offset;_heavy,,,0
Tomatoes,11,2,1,,,,,,,,,,,disk;_offset;_heavy,,,0
Tomatoes,11,4,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Tomatoes,11,5,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Tomatoes,11,6,1,,,,,,,,,,,land_plane,,,0
Tomatoes,11,7,1,,,,,,,,,,,disk;_tandem_second2,,,0
Tomatoes,11,10,1,,,,,,,,,,,lister;_40_in,,,0
Tomatoes,11,15,1,,,,,,,,,,,cultivator;_rotary,,,0
Tomatoes,2,1,2,,,,,,,,,,,cultivator;_rotary,,,0
Tomatoes,2,10,2,,,,,,,,,,,fert_applic._shank_1,,,0
Tomatoes,2,28,2,,,,,,,,,,,bed_shaper,,,0
Tomatoes,3,1,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
Tomatoes,3,2,2,,tomato;_fresh_mkt,,,,,,,,,planter;_transplant1,,,0
Tomatoes,4,1,2,,,,,,,,,,,cultivator;_row_betw,,,0
Tomatoes,4,15,2,,,,,,,,,,,sprayer;_insecticide,,,0
Tomatoes,5,1,2,,,,,,,,,,,cultivator;_row_betw,,,0
Tomatoes,5,15,2,,,,,,,,,,,sprayer;_insecticide,,,0
Tomatoes,5,27,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
Tomatoes,6,1,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Tomatoes,6,15,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Tomatoes,6,30,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Strawberries,3,5,1,,,,,Close_Seeded_(SR_Good),,,,,,1isk;_offset;_heavy1,,,0
Strawberries,3,6,1,,,,,,,,,,,1isk;_offset;_heavy1,,,0
Strawberries,3,7,1,,,,,,,,,,,subsoiler_ripper;_24,,,0
Strawberries,3,8,1,,,,,,,,,,,subsoiler_ripper;_24,,,0
Strawberries,3,9,1,,,,,,,,,,,1isk;_offset;_heavy1,,,0
Strawberries,3,10,1,,,,,,,,,,,1isk;_offset;_heavy1,,,0
Strawberries,3,15,1,,,,,,,,,,,subsoiler_ripper;_24,,,0
Strawberries,3,16,1,,,,,,,,,,,subsoiler_ripper;_24,,,0
Strawberries,3,20,1,,,,,,,,,,,1isk;_offset;_heavy1,,,0
Strawberries,3,21,1,,,,,,,,,,,1isk;_offset;_heavy1,,,0
Strawberries,3,25,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Strawberries,3,26,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Strawberries,3,27,1,,,,,,,,,,,fert_applic._surface,,,0
Strawberries,3,28,1,,,,,,,,,,,1isk;_offset;_heavy1,,,0
Strawberries,3,29,1,,,,,,,,,,,1isk;_offset;_heavy1,,,0
Strawberries,3,30,1,,weeds;_less_than_3_m,,,,,,,,,begin_weed_growth,,,0
Strawberries,4,4,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Strawberries,4,5,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Strawberries,4,6,1,,,,,,,,,,,kill_crop,,,0
Strawberries,4,20,1,,,,,,,,,,,plastic_mulch;_remov,,,0
Strawberries,5,5,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Strawberries,5,6,1,,,,,,,,,,,chisel;_st._pt._15_i,,,0
Strawberries,5,15,1,,,,,,,,,,,bedder;_hipper;_hil2,,,0
Strawberries,6,1,1,,,,,,,,,,,bed_shaper,,,0
Strawberries,8,15,1,,,,,,,,,,,plastic_mulch_appl4,,,0
Strawberries,8,16,1,,strawberry;_establis,,,,,,,,,planting;_manual,,,0
Strawberries,3,15,2,,,,,,,,,,,sprayer;_fungicide,,,0
Strawberries,3,30,2,,strawberry;_annual;1,,,,,,,,,harvest;_hand_pick,,,0
Strawberries,4,1,2,,,,,,,,,,,sprayer;_fungicide_a,,,0
Strawberries,4,22,2,,,,,,,,,,,sprayer;_fungicide_a,,,0
Strawberries,4,29,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Strawberries,5,1,2,,,,,,,,,,,sprayer;_fungicide_a,,,0
Strawberries,5,20,2,,,,,,,,,,,sprayer;_fungicide,,,0
Strawberries,5,29,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Strawberries,6,1,2,,,,,,,,,,,sprayer;_fungicide_a,,,0
Strawberries,6,20,2,,,,,,,,,,,sprayer;_fungicide,,,0
Strawberries,6,29,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Strawberries,7,10,2,,,,,,,,,,,sprayer;_fungicide_a,,,0
Strawberries,7,29,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Strawberries,8,10,2,,,,,,,,,,,sprayer;_insecticide,,,0
Strawberries,8,29,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Strawberries,9,10,2,,,,,,,,,,,sprayer;_fungicide,,,0
Strawberries,9,29,2,,,,,,,,,,,harvest;_hand_pick_m,,,0
Barley,10,15,1,,barley;_annual_wint1,,,Small_Grain_(SR_Good),,,,,,planting;_broadcast2,,,0
Barley,10,16,1,,,,,,,,,,,harrow;_spike_tooth;,,,0
Barley,2,15,2,,,,,,,,,,,add_mulch,,,0
Barley,3,15,2,,,,,,,,,,,shredder;_flail_or_1,,,0
Barley,4,15,2,,,,,,,,,,,disk;_offset;_heavy,,,0
Barley,5,15,2,,,,,,,,,,,disk;_tandem_light_f,,,0
Citrus,2,15,1,,,,,Woods_Grass_(Good),,,,,,harvest;_fruit_crops,,,0
Citrus,3,2,1,,citrus;_bare_ground,,,,,,,,,begin_growth,,,0
Citrus,3,3,1,,,,,,,,,,,sprayer;_insecticide,,,0
Citrus,4,1,1,,,,,,,,,,,sprayer;_post_emerg1,,,0
Citrus,5,15,1,,,,,,,,,,,sprayer;_insecticide,,,0
Citrus,6,1,1,,,,,,,,,,,sprayer;_post_emerg1,,,0
Citrus,6,15,1,,,,,,,,,,,harvest;_fruit_crops,,,0
Citrus,6,29,1,,,,,,,,,,,sprayer;_insecticide,,,0
Citrus,7,2,1,,,,,,,,,,,sprayer;_fungicide_a,,,0
Citrus,11,1,1,,,,,,,,,,,harvest;_fruit_crops,,,0
Citrus,11,15,1,,,,,,,,,,,sprayer;_fungicide,,,0
Avocados,2,15,1,,,,,Woods_Grass_(Good),,,,,,harvest;_fruit_crops,,,0
